"OBJECTID","SPDES_PERM","WCS_CLASS","DISTRICT_N","RECEIVING_","DETAIL_URL","geometry"
10809170,"NY0020532","07","MARCELLUS - V STP","NINE MILE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020532",c(-76.3409878638259, 42.9950629594234)
10809171,"NY0155519","01","OSWEGO CO ENERGY RECOVERY FAC","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0155519",c(-76.4252110186761, 43.3489053306552)
10809173,"NY0031569","07","MARION - T STP","RED CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0031569",c(-77.1788754147649, 43.1347305302191)
10809174,"NY0036749","07","MINETTO - T WPCP","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0036749",c(-76.4812079909578, 43.4036658877525)
10809237,"NY0025585","07","GROTON - V STP","OWASCO INLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025585",c(-76.3716577032974, 42.5959936857696)
10809251,"NY0003344","03","LYDALL PERFORMANCE MATERIALS (US) INC","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0003344",c(-76.425828138233, 43.3534843809835)
10809257,"NY0033456","09","CONIFER MOBILE VILLAGE","FISH CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0033456",c(-76.2613093107925, 43.2952226479871)
10809261,"NY0070599","09","THREE RIVERS PLAZA","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0070599",c(-76.2856131331388, 43.2164594023979)
10809262,"NY0032468","03","RIVERVIEW BUSINESS PARK LLC","OSWEGO R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0032468",c(-76.3820656800899, 43.3009676538551)
10809266,"NY0231681","01","SYRACUSE LLC","GEDDES BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0231681",c(-76.2245572814495, 43.0666782771595)
10809387,"NY0261785","01","ONONDAGA COUNTY DOT FACILITY  AT JAMESVILLE","BUTTERNUT CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0261785",c(-76.0613253234009, 42.9882933294618)
10809424,"NY0245062","07","FORT BREWERTON SD WWTP","ONEIDA RIVER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0245062",c(-76.1500228708722, 43.2466450428989)
10809784,"NY0025704","05","TOWN OF WALWORTH SEWER DISTRICT #1 WWTP","BLACK CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025704",c(-77.2960205813817, 43.1290080942725)
10809866,"NY0104710","09","COUNTRY ACRES MOBILE HOME PARK","FALL CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0104710",c(-76.2907208046412, 42.5474035693282)
10809867,"NY0020958","05","CAYUGA HEIGHTS-V WASTEWATER TREATMENT PL","CAYUGA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020958",c(-76.500466366092, 42.4687074964946)
10810036,"NY0025968","05","CANANDAIGUA - C WRRF","FEEDER CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025968",c(-77.2683702228869, 42.8809973803054)
10810037,"NY0030813","07","MANCHESTER SHORTSVILLE STP","CANANDAIGUA OUTLET","https://extapps.dec.ny.gov/data/IF/SPDES/NY0030813",c(-77.2207446152656, 42.9745539498699)
10810039,"NY0156311","01","BUCKEYE PIPE LINE CO LP - AUBURN","PUTNAM BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0156311",c(-76.5279836110827, 42.9575637953429)
10810108,"NY0272183","07","ODESSA - V WASTEWATER TREATMENT FACILITY",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0272183",c(-76.8005347018515, 42.3339196692648)
10810123,"NY0262269","09","WASHINGTON HEIGHTS MOBILE HOME PARK","TRIB CAYUGA LK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0262269",c(-76.5868238352948, 42.4915699777623)
10810188,"NY0272141","05","WESTERN WAYNE CO REGIONAL WWTP","BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0272141",c(-77.2180318909693, 43.0624012954858)
10810253,"NY0232386","01","CAROUSEL CENTER MALL","BARGE CANAL TMNL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0232386",c(-76.1727856358068, 43.0694161204864)
10810293,"NY0246034","01","TURNBULL MFG CO INC","MUD CREEK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0246034",c(-77.3962221251075, 42.8838693654856)
10810420,"NY0029289","07","INTERLAKEN - V STP","MINORS CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029289",c(-76.7185493866573, 42.6216193459521)
10810473,"NY0272116","07","HILLSIDE CHILDREN'S CENTER WRRF",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0272116",c(-76.8861926736313, 42.7879884093745)
10810497,"NY0035131","07","CENTRAL SQUARE - V STP","LITTLE BAY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0035131",c(-76.136798699613, 43.2834547702491)
10810548,"NY0160407","07","SENECA COUNTY SEWER DISTRICT #1 STP","SENECA L","https://extapps.dec.ny.gov/data/IF/SPDES/NY0160407",c(-76.8753788914075, 42.6733679587076)
10810569,"NY0105431","01","BUCKEYE BREWERTON TERMINAL","ONEIDA R DD","https://extapps.dec.ny.gov/data/IF/SPDES/NY0105431",c(-76.1449243188291, 43.2433381124774)
10804406,"NY0026042","05","GLOVERSVILLE-JOHNSTOWN JOINT WWTP","CAYADUTTA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026042",c(-74.3996708641492, 42.9925017954137)
10804416,"NY0130826","09","MOHAWK RIVER COUNTRY CLUB & CHATEAU","MOHAWK RIVER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0130826",c(-73.8763798735087, 42.8473852578426)
10804888,"NY0035408","09","NYS VAN HORNESVILLE STATE FISH HATCHERY","OTSQUAGO CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0035408",c(-74.8400936796965, 42.8903868397301)
10804945,"NY0121894","01","LOCKHEED MARTIN CORP/ FRENCH ROAD FACILITY","NAIL CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0121894",c(-75.2825118882479, 43.0880910789588)
10804946,"NY0025780","05","ONEIDA CO WATER POLLUTION CONTROL PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025780",c(-75.1956374709219, 43.100177105085)
10804947,"NY0031429","07","UTICA COMBINED SEWER OVERFLOWS","MOHAWK R & TRS","https://extapps.dec.ny.gov/data/IF/SPDES/NY0031429",c(-75.2457475570001, 43.0932637318799)
10804949,"NY0020923","07","ORISKANY FALLS WWTP","ORISKANY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020923",c(-75.4583542848499, 42.9393064046088)
10804979,"NY0022403","05","LITTLE FALLS WASTEWATER TREATMENT PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0022403",c(-74.8437188721615, 43.0387056667318)
10804980,"NY0108537","01","2200 BLEEKER STREET","MOHAWK R TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0108537",c(-75.179313454936, 43.0859400223986)
10804981,"NY0005282","01","REMARMS LLC","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0005282",c(-75.0343985322988, 43.0134318955403)
10804983,"NY0020486","05","HERKIMER WATER POLL CTRL FAC","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020486",c(-74.979678374467, 43.0200269681727)
10804984,"NY0024554","05","DOLGEVILLE WWTP","EAST CANADA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0024554",c(-74.7666196604421, 43.0926412698697)
10804987,"NY0029076","07","CLARK MILLS SEWAGE TREATMENT PLANT","ORISKANY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029076",c(-75.3787412197945, 43.0946477967015)
10804988,"NY0021385","05","CLINTON SEWAGE TREATMENT PLANT","ORISKANY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0021385",c(-75.3820090479852, 43.0617646504665)
10804995,"NY0028461","07","WATERVILLE STP","BIG CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0028461",c(-75.3919887134012, 42.9407075182119)
10804998,"NY0029327","09","Adirondack Ridge","NINE MILE CREEK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0029327",c(-75.1907628559053, 43.192422091854)
10805407,"NY0023973","05","NISKAYUNA - T SD 6 WWTP","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023973",c(-73.8554237244488, 42.8040902809266)
10805412,"NY0109614","09","VIAPORT ROTTERDAM MALL","POENTIC KILL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0109614",c(-73.9879601877055, 42.8085050467256)
10805414,"NY0005801","03","SI GROUP INC - ROTTERDAM JUNCTION FACILITY","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0005801",c(-74.0229870125306, 42.8605567251393)
10805510,"NY0069957","09","OORAH CATSKILL RETREAT STP","SCHOHARIE CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0069957",c(-74.494180353199, 42.3957471406907)
10805515,"NY0022519","07","RICHMONDVILLE - V STP","COBLESKILL CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0022519",c(-74.5584753614336, 42.6369319335105)
10805516,"NY0023655","07","SCHOHARIE - V STP","SCHOHARIE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023655",c(-74.3115011934661, 42.6722629497831)
10805518,"NY0212199","07","SEWARD - T STP","WEST CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0212199",c(-74.6147685951417, 42.7179195762686)
10805519,"NY0030660","09","NYS SUMMIT SHOCK CORRECTIONAL FACILITY","PANTHER CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0030660",c(-74.5362546694659, 42.5647579611807)
10805520,"NY0072451","03","KEYMARK CORP PLANT","CAYADUTTA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0072451",c(-74.3887537976664, 42.9565226888409)
10805561,"NY0020516","05","SCHENECTADY WATER RESOURCE RECOVER FACILITY","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020516",c(-73.9182301772443, 42.8401815649065)
10805562,"NY0260525","01","SI GROUP INC CONGRESS","COWHORN CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0260525",c(-73.9522762849605, 42.793242545102)
10805563,"NY0122891","01","ULTIMATE WISHY WASH CAR WASH","GW","https://extapps.dec.ny.gov/data/IF/SPDES/NY0122891",c(-74.2260674814215, 42.7632533598078)
10805918,"NY0218367","01","BUCKEYE MARCY TERMINAL","BARGE CANAL UNTR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0218367",c(-75.2552576921546, 43.1316578482827)
10805946,"NY0024201","05","COBLESKILL-V-WATER POLL CONTROL PLANT","COBLESKILL CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0024201",c(-74.4768400172776, 42.6766855943663)
10805990,"NY0256986","01","GRIFFISS CENTRAL HEAT PLANT","TRIB OF SIX MILE CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0256986",c(-75.4047159569837, 43.2179433983274)
10806445,"NY0026565","07","NYC DEP-GRAND GORGE STP","BEAR KILL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026565",c(-74.4732975342961, 42.3613638350797)
10806555,"NY0249572","09","SCHOHARIE BUSINESS PARK WW","SCHOHARIE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0249572",c(-74.3099623944459, 42.7032417256286)
10806685,"NY0007056","03","GENERAL ELECTRIC STEAM TURBINE GENERATOR GLOBAL","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0007056",c(-73.9619105686331, 42.8109266580512)
10806689,"NY0235733","01","MID-STATE CORRECTIONAL FACILITY","CRANE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0235733",c(-75.2981669091988, 43.167042192687)
10806856,"NY0005851","01","USDOE KNOLLS ATOMIC POWER LABORATORY","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0005851",c(-73.8677648096095, 42.8227908138549)
10806965,"NY0223506","01","Belgian Trucking and Excavation, LLC","SCHOHARIE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0223506",c(-74.4040761165922, 42.2806654832001)
10806983,"NY0245097","01","REMINGTON STEAM PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0245097",c(-75.0349257819046, 43.0126843149132)
10807003,"NY0130630","09","DEERFIELD ESTATES MOBILE HOME PARK","HEALY KILL CREEK TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0130630",c(-74.1971690704485, 43.018581747728)
10807090,"NY0027758","05","MOHAWK VIEW WATER POLLUTION CONTROL PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0027758",c(-73.7729765056672, 42.7846856604317)
10807091,"NY0102148","01","MOHAWK VIEW WATER TREATMENT PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0102148",c(-73.7821560489585, 42.787233020515)
10807203,"NY0257265","07","HINCKLEY WASTEWATER TREATMENT FACILITY","WEST CANADA CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0257265",c(-75.119442432065, 43.3119570260968)
10807290,"NY0103187","01","HUNTER - T LANDFILL","SCHOHARIE CK TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0103187",c(-74.1688192149322, 42.2016860766983)
10807294,"NY0026573","07","TANNERSVILLE - V STP","GOOSEBERRY CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026573",c(-74.1507747590773, 42.1869277343459)
10807328,"NY0020290","05","AMSTERDAM - C WASTEWATER TREATMENT PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020290",c(-74.1662149236809, 42.9226095211446)
10807452,"NY0257061","01","GRIFFISS INTERNATIONAL AIRPORT","SIX MILE CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0257061",c(-75.4100299605275, 43.2332952006868)
10807643,"NY0130737","09","FULTON MONTGOMERY COMMUNITY COLLEGE",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0130737",c(-74.2940107093968, 42.9831459079717)
10807645,"NY0088293","09","CAPSTONE CENTER FOR REHABILITATION AND NURSING","MOHAWK R DD","https://extapps.dec.ny.gov/data/IF/SPDES/NY0088293",c(-74.1029014616897, 42.9133958620915)
10807725,"NY0023485","05","CANAJOHARIE - V STP","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023485",c(-74.5653538221304, 42.9084853938956)
10807730,"NY0032433","05","FONDA-FULTONVILLE JOINT WASTEWATER TREAT PLANT","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0032433",c(-74.3599470288931, 42.9513853998667)
10807731,"NY0107565","05","MONTGOMERY CO SD 1","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0107565",c(-74.6096564882793, 42.9232424648239)
10807732,"NY0024333","05","ST JOHNSVILLE - V STP","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0024333",c(-74.6758287141085, 42.9949318255315)
10807866,"NY0131423","09","NORTHWAY MOBILE HOME PARK","HEALY KILL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0131423",c(-74.1857705954558, 43.0118915474171)
10807894,"NY0023442","01","109TH AIRLIFT WING-STRATTON AIR NATIONAL GUARD BASE","MOHAWK R TR","https://extapps.dec.ny.gov/data/IF/SPDES/NY0023442",c(-73.9204148883155, 42.8515669972107)
10808152,"NY0005665","01","REVERE COPPER PRODUCTS INC","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0005665",c(-75.4361714064601, 43.2085435747314)
10808213,"NY0098248","01","UTICA TERMINAL","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0098248",c(-75.216578828396, 43.1075684450311)
10808421,"NY0263061","09","CAMP MACHNE TASHBAR","SCHOHARIE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0263061",c(-74.1152125841902, 42.1474635386205)
10808430,"NY0263087","07","CENTRAL BRIDGE SEWER DIST WWTP","COBLESKILL CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0263087",c(-74.3318075124876, 42.7132558461781)
10808500,"NY0265896","01","CG ROXANE JOHNSTOWN WATER BOTTLING PLANT","GROUNDWATER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0265896",c(-74.4816474745939, 43.0368380102096)
10808518,"NY0263311","07","LEXINGTON WWTP","GROUNDWATER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0263311",c(-74.3640003911866, 42.2410127767293)
10808596,"NY0263028","07","PRATTSVILLE STP","SCHOHARIE CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0263028",c(-74.4324641881539, 42.3198318790468)
10808629,"NY0007030","01","GE GLOBAL RESEARCH CENTER","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0007030",c(-73.8769100831302, 42.8298419250556)
10808780,"NY0282561","01","Tannersville Water Treatment Plant",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0282561",c(-74.1524699404059, 42.2059795077396)
10808784,"NY0268313","01","MOHAWK INNOVATIVE TECHNOLOGY INC","LISHA KILL CK SUBTRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0268313",c(-73.8402793048305, 42.7439736503203)
10808786,"NY0261033","01","CANAJOHARIE-V- WATER FILTRATION PLANT","FLAT CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0261033",c(-74.5698473350155, 42.926571436641)
10808836,"NY0036528","05","HERKIMER CO SD WWTF","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0036528",c(-75.0139089255409, 43.011624655109)
10808837,"NY0218090","01","Sunoco Marcy Terminal","TRIB TO BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0218090",c(-75.2473786797098, 43.1292178379305)
10808930,"NY0262935","07","WINDHAM WASTEWATER TREATMENT FACILITY","BATAVIA KILL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0262935",c(-74.2737633060393, 42.3029213321924)
10808953,"NY0192309","07","MIDDLEBURGH - V STP","SCHOHARIE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0192309",c(-74.3366388965469, 42.5943711043139)
10808958,"NY0033588","07","SHARON SPRINGS STP","BRIMSTONE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0033588",c(-74.6129206702947, 42.8021491919276)
10809058,"NY0282391","09","Gilboa Conesville Bus Garage","TRIB OF SCHOHARIE CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0282391",c(-74.4406967557635, 42.3933728229665)
10809137,"NY0218481","01","HINCKLEY RESERVOIR WATER TREATMENT PLANT","WEST CANADA CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0218481",c(-75.1488601101687, 43.2948767919276)
10809141,"NY0212245","01","ALBANY INTERNATIONAL AIRPORT","SHAKER CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0212245",c(-73.8087364745276, 42.7444852915982)
10809267,"NY0257206","01","FORMER MONARCH CHEMICALS","MOHAWK RIVER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0257206",c(-75.224915331357, 43.107326724922)
10809490,"NY0131768","07","RIVERVIEW LANDING STP","MOHAWK RIVER TRIB","https://extapps.dec.ny.gov/data/IF/SPDES/NY0131768",c(-73.8682130796451, 42.8330882157685)
10809572,"NY0030864","05","ROME MUNICIPAL SEWAGE TREATMENT PLANT","MOHAWK R BARGE CANAL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0030864",c(-75.4115192685783, 43.2020434247161)
10809583,"NY0241075","07","HUNTER - V WASTEWATER TREATMENT PLANT","SCHOHARIE CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0241075",c(-74.2402771790324, 42.2178082570941)
10809645,"NY0035394","09","NYS ROME FISH HATCHERY","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0035394",c(-75.4378006120394, 43.2624665251527)
10809683,"NY0268437","07","MARIAVILLE LAKE SEWER DISTRICT # 2","TRIB OF SOUTH CHUCTANUNDA CREEK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0268437",c(-74.1506064714578, 42.83050652466)
10809869,"NY0007129","01","SPECIAL METALS CORPORATION","MUD CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0007129",c(-75.342257256945, 43.0787969647031)
10809874,"NY0074489","01","VON ROLL USA INC","POENTIC KILL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0074489",c(-73.9836876857972, 42.8036819864729)
10809879,"NY0269131","01","LINCOLN WELL FIELD","OTSQUAGO CREEK VIA STORM SEWER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0269131",c(-74.6221779029197, 42.935168936076)
10809907,"NY0268976","07","BERNE WASTEWATER TREATMENT PLANT","FOX CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0268976",c(-74.1466484566003, 42.6260085667525)
10809945,"NY0257150","01","MOHAWK VALLEY SANITARY LANDFILL","MOHAWK RIVER","https://extapps.dec.ny.gov/data/IF/SPDES/NY0257150",c(-75.1314319781187, 43.0727407220581)
10809949,"NY0061131","09","HUNTER HIGHLANDS WWTP","SHANTY HOLLOW CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0061131",c(-74.2070524874016, 42.2051719759552)
10809953,"NY0027391","09","NYS PATTERSONVILLE SERVICE AREA","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0027391",c(-74.0973583491114, 42.8969809091287)
10810041,"NY0020141","05","ROTTERDAM SEWER DIST #2","MOHAWK R","https://extapps.dec.ny.gov/data/IF/SPDES/NY0020141",c(-73.9878691872876, 42.8027441154689)
10810137,"NY0263214","07","ASHLAND WASTEWATER TREATMENT PLANT","BATAVIA KILL","https://extapps.dec.ny.gov/data/IF/SPDES/NY0263214",c(-74.3477382695206, 42.2971200678194)
10810283,"NY0263346","07","West Conesville CWMP",NA,"https://extapps.dec.ny.gov/data/IF/SPDES/NY0263346",c(-74.4228786892568, 42.3781634102421)
10810351,"NY0269085","09","HANNAFORD SUPERMARKET","SCHOHARIE CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0269085",c(-74.2487371486413, 42.7612838881175)
10810425,"NY0235776","07","VILLAGE OF REMSEN WWTF","CINCINNATI CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0235776",c(-75.183977563451, 43.3220603752052)
10804799,"NY0026557","07","PINE HILL WWTP","BIRCH CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026557",c(-74.4637009759362, 42.122404391163)
10805079,"NY0025861","07","CATTARAUGUS STP","GOWAN HOLLOW BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0025861",c(-78.8594381367928, 42.3276514307088)
10805153,"NY0026948","05","ARCADE STP","CATTARAUGUS CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0026948",c(-78.4570980357958, 42.5351647864406)
10805269,"NY0021474","05","SPRINGVILLE WWTP","SPRING BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0021474",c(-78.6706480804139, 42.5039394112925)
10805626,"NY0258270","07","TOWN OF OTTO SD #1 STP","CATTARAUGUS CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0258270",c(-78.8306370094871, 42.3573811576248)
10808160,"NY0269271","01","WESTERN NEW YORK NUCLEAR SERVICE CENTER","TRIB TO ERDMAN BROOK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0269271",c(-78.6482501487991, 42.4479945827809)
10809574,"NY0000973","03","WEST VALLEY DEMONSTRATION PROJECT","ERDMAN BK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0000973",c(-78.6538539815508, 42.4502740326818)
10810472,"NY0002950","01","MOENCH TANNING CO","CATTARAUGUS CK","https://extapps.dec.ny.gov/data/IF/SPDES/NY0002950",c(-78.9194465451207, 42.4513019110514)
